,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track.num_samples,track.duration,track.offset_seconds,track.window_seconds,track.analysis_sample_rate,track.analysis_channels,track.end_of_fade_in,track.start_of_fade_out,track.loudness,track.tempo,track.tempo_confidence,track.time_signature,track.time_signature_confidence,track.key,track.key_confidence,track.mode,track.mode_confidence,identity,Song_Name
15,0.733,0.334,1,-11.314,1,0.0811,0.327,0.0,0.116,0.267,119.935,319973,4,7055412,319.97333,0,0,22050,1,0.0,319.97333,-11.314,119.935,0.18,4,0.633,1,1.0,1,0.846,14,I Know
16,0.692,0.642,6,-6.68,1,0.0702,0.337,0.0,0.107,0.702,98.096,161164,4,3553666,161.16399,0,0,22050,1,0.18567,155.05125,-6.68,98.096,0.48,4,1.0,6,0.0,1,0.387,14,In The Dark (with Jhené Aiko)
17,0.584,0.36,0,-10.888,1,0.237,0.823,0.0,0.157,0.438,99.66,209933,4,4629030,209.93333,0,0,22050,1,0.0,198.56544,-10.888,99.66,0.097,4,0.997,0,0.115,1,0.338,14,Triggered (freestyle)
18,0.739,0.491,1,-9.726,0,0.413,0.626,0.0,0.126,0.448,94.391,322160,4,7103628,322.16,0,0,22050,1,4.55692,303.94922,-9.726,94.391,0.327,4,1.0,1,0.573,0,0.535,14,From Time
19,0.53,0.324,3,-10.073,0,0.0366,0.785,0.0128,0.11,0.17,123.227,321720,4,7093926,321.72,0,0,22050,1,0.2673,305.88806,-10.073,123.227,0.487,4,0.85,3,0.684,0,0.667,14,Comfort Inn Ending (Freestyle)
20,0.822,0.502,7,-7.38,1,0.148,0.0312,0.000887,0.114,0.525,73.003,210200,4,4634910,210.2,0,0,22050,1,0.0,198.8789,-7.38,73.003,0.297,4,1.0,7,0.287,1,0.438,14,It's A Vibe
21,0.537,0.52,2,-7.162,0,0.187,0.553,0.0,0.101,0.334,128.034,181860,4,4010023,181.86044,0,0,22050,1,0.32993,177.99837,-7.162,128.034,0.476,4,1.0,2,0.0,0,0.185,14,P*$$Y Fairy (OTW)
22,0.649,0.687,7,-9.213,1,0.23,0.333,0.0,0.124,0.616,73.004,217720,4,4800726,217.72,0,0,22050,1,0.10989,211.60345,-9.213,73.004,0.637,4,0.984,7,0.663,1,0.585,14,hoe (feat. Miguel)
23,0.347,0.493,8,-11.548,0,0.29,0.455,0.00366,0.127,0.308,82.887,382760,4,8439858,382.76,0,0,22050,1,0.0,358.6264,-11.548,82.887,0.054,4,0.957,8,0.408,0,0.349,14,Stay Ready (What A Life)
24,0.508,0.298,2,-10.281,0,0.169,0.868,3.54e-06,0.101,0.105,131.919,270120,4,5956146,270.12,0,0,22050,1,0.0,261.27094,-10.281,131.919,0.096,4,0.604,2,0.252,0,0.651,14,Never Call Me
25,0.686,0.654,6,-6.7,1,0.0936,0.433,0.0,0.108,0.663,98.077,161147,4,3553284,161.14667,0,0,22050,1,0.19057,155.05705,-6.7,98.077,0.507,4,1.0,6,0.0,1,0.283,14,In The Dark (with Jhené Aiko)
26,0.51,0.46,7,-9.029,0,0.231,0.625,0.0,0.102,0.322,128.485,221040,4,4873932,221.04,0,0,22050,1,3.08245,221.04,-9.029,128.485,0.162,4,1.0,7,0.405,0,0.428,14,P*$$Y Fairy (OTW)
27,0.48,0.309,2,-10.238,0,0.225,0.874,1.28e-06,0.101,0.131,99.136,270547,3,5965554,270.54666,0,0,22050,1,0.0,261.27094,-10.238,99.136,0.035,3,0.349,2,0.167,0,0.636,14,Never Call Me
28,0.474,0.495,4,-9.755,0,0.0884,0.515,3.03e-05,0.13,0.0527,89.734,272371,4,6005776,272.3708,0,0,22050,1,0.15043,258.88507,-9.755,89.734,0.197,4,0.917,4,0.291,0,0.363,14,B's & H's - Bonus
29,0.546,0.704,4,-5.154,1,0.044,0.477,0.0,0.0892,0.328,101.005,223836,4,4935583,223.83595,0,0,22050,1,0.15175,216.3287,-5.154,101.005,0.181,4,1.0,4,0.402,1,0.456,14,Lead the Way
30,0.524,0.464,6,-10.446,0,0.142,0.274,0.0,0.125,0.416,119.149,213040,5,4697532,213.04,0,0,22050,1,0.0,205.43274,-10.446,119.149,0.015,5,0.914,6,0.557,0,0.604,14,Lyin King
31,0.575,0.443,7,-11.626,0,0.28,0.756,0.0,0.109,0.658,113.862,222600,4,4908330,222.6,0,0,22050,1,0.0,201.23573,-11.626,113.862,0.455,4,1.0,7,0.546,0,0.595,14,On The Way (feat. Mila J)
32,0.732,0.568,6,-7.744,1,0.0472,0.253,6.86e-05,0.141,0.289,119.979,256080,4,5646564,256.08,0,0,22050,1,0.09986,256.08,-7.744,119.979,0.367,4,0.723,6,0.593,1,0.708,14,Bed Peace
33,0.35,0.315,3,-9.753,1,0.064,0.916,2.82e-06,0.0959,0.427,88.449,205490,4,4531053,205.48993,0,0,22050,1,0.08571,195.07664,-9.753,88.449,0.031,4,0.545,3,0.241,1,0.478,14,First Fuck
34,0.925,0.904,2,-3.362,1,0.201,0.00782,0.0,0.109,0.758,105.02,172314,4,3799513,172.3135,0,0,22050,1,0.1927,169.63338,-3.362,105.02,0.694,4,1.0,2,0.58,1,0.238,14,My Type (feat. City Girls & Jhené Aiko) - Remix
35,0.705,0.557,11,-7.276,0,0.0769,0.177,0.00609,0.112,0.322,140.005,214893,4,4738398,214.89333,0,0,22050,1,0.0,204.68971,-7.276,140.005,0.593,4,0.843,11,0.0,0,0.057,14,stranger
36,0.712,0.366,1,-9.302,1,0.0884,0.305,0.0,0.0896,0.157,113.234,230480,4,5082084,230.48,0,0,22050,1,0.26154,225.5122,-9.302,113.234,0.049,4,0.987,1,0.306,1,0.626,14,Frequency
37,0.771,0.526,1,-6.844,1,0.0718,0.0804,0.0,0.663,0.182,104.036,148927,4,3283850,148.92744,0,0,22050,1,0.0,148.92744,-6.844,104.036,0.538,4,1.0,1,0.656,1,0.623,14,By Yourself (feat. Jhené Aiko & Mustard)
38,0.553,0.677,4,-6.19,1,0.044,0.47,0.0,0.0887,0.29,101.167,223836,4,4935583,223.83595,0,0,22050,1,0.15175,216.3287,-6.19,101.167,0.092,4,1.0,4,0.359,1,0.427,14,Lead the Way
39,0.216,0.0119,9,-24.025,0,0.0443,0.988,0.00239,0.0783,0.039,138.834,414107,4,9131052,414.10666,0,0,22050,1,0.0,394.8089,-24.025,138.834,0.019,4,0.71,9,0.512,0,0.627,14,Trigger Protection Mantra
40,0.814,0.582,8,-9.003,0,0.304,0.0898,0.0,0.111,0.436,126.959,143533,4,3164907,143.5332,0,0,22050,1,0.21002,138.91917,-9.003,126.959,0.893,4,0.954,8,0.279,0,0.1,14,One Of Dem Nights (with Jhené Aiko)
41,0.62,0.502,8,-10.368,0,0.142,0.558,2.39e-06,0.133,0.413,135.72,212867,4,4693710,212.86667,0,0,22050,1,0.15705,212.86667,-10.368,135.72,0.358,4,1.0,8,0.06,0,0.257,14,B.S. (feat. H.E.R.)
42,0.708,0.555,11,-7.275,0,0.0734,0.182,0.00565,0.111,0.316,140.017,214893,4,4738398,214.89333,0,0,22050,1,0.0,204.69551,-7.275,140.017,0.598,4,0.866,11,0.0,0,0.203,14,stranger
43,0.523,0.477,0,-5.754,0,0.0731,0.185,0.0,0.266,0.372,68.975,227400,4,5014170,227.4,0,0,22050,1,0.17111,219.1093,-5.754,68.975,0.04,4,1.0,0,0.567,0,0.461,14,Drunk Texting (feat. Jhené Aiko)
44,0.84,0.672,0,-6.195,1,0.148,0.188,0.0,0.235,0.482,144.019,147703,4,3256859,147.70335,0,0,22050,1,0.07556,143.67928,-6.195,144.019,0.795,4,1.0,0,0.63,1,0.604,14,Jhene Aiko
45,0.685,0.597,2,-8.255,1,0.344,0.015,0.0,0.173,0.172,112.813,148820,5,3281472,148.8196,0,0,22050,1,0.0,142.4254,-8.255,112.813,0.181,5,0.916,2,0.535,1,0.523,14,Jhene Aiko
46,0.841,0.677,0,-6.302,1,0.132,0.126,0.0,0.225,0.432,143.957,147703,4,3256859,147.70335,0,0,22050,1,0.07542,143.6038,-6.302,143.957,0.589,4,1.0,0,0.463,1,0.505,14,Jhene Aiko
47,0.657,0.274,8,-19.392,1,0.16,0.18,0.0107,0.0697,0.319,145.09,194583,4,4290556,194.58304,0,0,22050,1,10.02522,181.8761,-19.392,145.09,0.34,4,1.0,8,1.0,1,0.742,14,Jhene Aiko
48,0.437,0.517,9,-9.329,0,0.225,0.856,0.0,0.109,0.373,82.757,259387,4,5719476,259.38666,0,0,22050,1,0.0,252.80727,-9.329,82.757,0.048,4,0.951,9,0.388,0,0.378,14,None Of Your Concern (feat. Big Sean)
49,0.724,0.58,1,-10.023,1,0.0487,0.296,0.0,0.0846,0.594,95.014,164310,4,3623040,164.3102,0,0,22050,1,0.16222,159.70685,-10.023,95.014,0.41,4,1.0,1,0.611,1,0.88,14,Jhene Aiko
0,0.637,0.299,7,-11.314,1,0.0366,0.742,0.0,0.359,0.364,83.872,213214,4,4701376,213.21432,0,0,22050,1,0.7141,204.01633,-11.314,83.872,0.169,4,0.989,7,0.422,1,0.489,15,Nobody But You
1,0.312,0.661,0,-8.508,0,0.092,0.252,0.000135,0.102,0.443,82.39,197575,4,4356525,197.57483,0,0,22050,1,0.16263,186.8684,-8.508,82.39,0.0,4,1.0,0,0.529,0,0.837,15,The One
2,0.757,0.737,4,-6.728,0,0.114,0.311,0.0,0.113,0.635,98.057,207031,4,4565023,207.03052,0,0,22050,1,0.0,193.3932,-6.728,98.057,0.483,4,1.0,4,0.341,0,0.381,15,Be Honest (feat. Burna Boy)
3,0.71,0.662,10,-5.947,0,0.175,0.42,0.0,0.0723,0.755,130.037,181510,4,4002286,181.50957,0,0,22050,1,0.0,175.55447,-5.947,130.037,0.58,4,1.0,10,0.381,0,0.489,15,On My Mind (Jorja Smith X Preditah)
4,0.512,0.184,9,-8.812,0,0.0587,0.866,0.0,0.284,0.37,85.82,230930,4,5092006,230.92998,0,0,22050,1,2.96635,221.083,-8.812,85.82,0.065,4,0.87,9,0.177,0,0.456,15,Goodbyes
5,0.422,0.471,3,-8.784,0,0.18,0.142,0.0,0.112,0.62,82.433,204290,4,4504585,204.28957,0,0,22050,1,0.07546,197.18385,-8.784,82.433,0.096,4,1.0,3,0.201,0,0.34,15,Tyrant (feat. Jorja Smith)
6,0.75,0.418,11,-10.412,1,0.244,0.149,1.72e-06,0.0857,0.442,104.981,225631,4,4975173,225.63142,0,0,22050,1,3.62231,219.3299,-10.412,104.981,0.223,4,1.0,11,0.377,1,0.555,15,By Any Means
7,0.559,0.157,1,-10.132,1,0.0414,0.887,0.0,0.107,0.348,130.877,190430,4,4198971,190.42952,0,0,22050,1,2.31619,182.6888,-10.132,130.877,0.025,4,0.927,1,0.676,1,0.741,15,Don't Watch Me Cry
8,0.881,0.661,11,-7.681,0,0.0343,0.098,0.0187,0.101,0.965,124.023,181306,4,3997807,181.30644,0,0,22050,1,0.0,177.71391,-7.681,124.023,0.889,4,0.151,11,0.475,0,0.424,15,Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix
9,0.601,0.583,8,-5.725,0,0.263,0.144,9.73e-05,0.183,0.32,148.785,208760,4,4603158,208.76,0,0,22050,1,0.11488,203.82475,-5.725,148.785,0.053,4,1.0,8,0.168,0,0.325,15,I Am
10,0.453,0.507,2,-10.098,1,0.0519,0.241,0.0107,0.16,0.153,134.023,204175,4,4502055,204.17484,0,0,22050,1,0.09329,199.97604,-10.098,134.023,0.427,4,1.0,2,0.485,1,0.541,15,Addicted
11,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,250337,4,5519935,250.33719,0,0,22050,1,0.0,223.92744,-9.133,123.011,0.827,4,1.0,5,0.583,0,0.555,15,Get It Together
12,0.714,0.59,5,-9.849,1,0.0812,0.365,0.167,0.0844,0.357,97.048,191992,4,4233429,191.99223,0,0,22050,1,0.20875,187.53596,-9.849,97.048,0.442,4,1.0,5,0.436,1,0.354,15,Where Did I Go?
13,0.702,0.652,10,-5.587,0,0.318,0.0608,2.21e-06,0.277,0.524,178.011,208000,4,4586400,208.0,0,0,22050,1,0.0,199.77287,-5.587,178.011,0.161,4,0.996,10,0.342,0,0.436,15,Come Over (feat. Popcaan)
14,0.642,0.459,2,-6.346,0,0.0432,0.611,0.000156,0.113,0.128,80.19,232630,4,5129500,232.63039,0,0,22050,1,0.20866,221.94794,-6.346,80.19,0.358,4,1.0,2,0.545,0,0.632,15,Tomorrow
15,0.692,0.57,7,-8.077,1,0.185,0.666,0.0,0.107,0.309,91.917,250454,4,5522521,250.45447,0,0,22050,1,2.18268,246.91519,-8.077,91.917,0.245,4,1.0,7,0.822,1,0.633,15,Blue Lights
16,0.616,0.504,0,-6.882,1,0.091,0.0345,0.000764,0.0667,0.4,155.964,313846,5,6920307,313.84613,0,0,22050,1,0.0,302.8927,-6.882,155.964,0.068,5,1.0,0,0.432,1,0.506,15,All of This (Jorja Smith x GuiltyBeatz)
17,0.747,0.624,2,-5.532,1,0.0864,0.182,0.0,0.0864,0.756,97.053,195074,4,4301381,195.07397,0,0,22050,1,0.0,187.93651,-5.532,97.053,0.317,4,1.0,2,0.095,1,0.385,15,Gum Body (feat. Jorja Smith)
18,0.583,0.677,4,-10.21,0,0.439,0.47,0.193,0.43,0.495,176.119,226906,4,5003287,226.90643,0,0,22050,1,4.36535,221.48354,-10.21,176.119,0.018,4,0.983,4,0.546,0,0.325,15,Teenage Fantasy
19,0.661,0.618,4,-8.422,0,0.313,0.368,0.000563,0.0743,0.81,148.544,201942,4,4452825,201.94218,0,0,22050,1,0.08168,199.0937,-8.422,148.544,0.073,4,1.0,4,0.454,0,0.439,15,Bussdown (feat. Shaybo)
20,0.69,0.568,7,-8.658,1,0.228,0.0271,0.0,0.124,0.375,137.076,206000,4,4542300,206.0,0,0,22050,1,0.0,188.279,-8.658,137.076,0.199,4,1.0,7,0.435,1,0.453,15,Peng Black Girls Remix
21,0.432,0.401,11,-8.381,0,0.0582,0.469,0.0,0.137,0.23,158.274,205785,4,4537555,205.7848,0,0,22050,1,2.92571,200.35918,-8.381,158.274,0.0,4,0.998,11,0.572,0,0.668,15,Killing Me
22,0.471,0.352,2,-9.699,1,0.0391,0.633,2.75e-05,0.115,0.102,118.333,282329,3,6225362,282.32935,0,0,22050,1,0.0,270.7737,-9.699,118.333,0.407,3,0.555,2,0.619,1,0.705,15,Carry Me Home
23,0.624,0.453,6,-9.184,0,0.0369,0.453,0.000995,0.13,0.272,84.815,242036,4,5336889,242.03578,0,0,22050,1,0.09297,235.03238,-9.184,84.815,0.296,4,1.0,6,0.406,0,0.663,15,February 3rd
24,0.54,0.632,6,-8.244,0,0.139,0.352,0.00109,0.109,0.626,136.78,195275,4,4305814,195.27501,0,0,22050,1,0.0,184.57542,-8.244,136.78,0.821,4,0.964,6,0.469,0,0.551,15,Gone
25,0.672,0.535,7,-9.735,1,0.268,0.0168,1.44e-06,0.0947,0.366,137.86,206075,4,4543956,206.0751,0,0,22050,1,0.12766,188.41832,-9.735,137.86,0.395,4,1.0,7,0.259,1,0.322,15,Peng Black Girls Remix - A COLORS SHOW
26,0.54,0.632,6,-8.244,0,0.139,0.352,0.00109,0.109,0.626,136.78,195275,4,4305814,195.27501,0,0,22050,1,0.0,184.57542,-8.244,136.78,0.821,4,0.964,6,0.469,0,0.551,15,Gone
27,0.423,0.471,3,-8.775,0,0.168,0.141,0.0,0.116,0.646,82.527,204290,4,4504585,204.28957,0,0,22050,1,0.07546,197.18385,-8.775,82.527,0.145,4,1.0,3,0.079,0,0.274,15,Tyrant (feat. Jorja Smith)
28,0.453,0.507,2,-10.098,1,0.0519,0.241,0.0107,0.16,0.153,134.023,204175,4,4502055,204.17484,0,0,22050,1,0.09329,199.97604,-10.098,134.023,0.427,4,1.0,2,0.485,1,0.541,15,Addicted
29,0.691,0.339,7,-7.373,1,0.0614,0.708,0.0,0.177,0.759,117.228,166425,4,3669661,166.42455,0,0,22050,1,0.0,154.32562,-7.373,117.228,0.409,4,1.0,7,0.17,1,0.482,15,Home
30,0.547,0.504,5,-7.909,0,0.0478,0.779,0.0,0.155,0.155,119.895,188000,4,4145400,188.0,0,0,22050,1,0.33084,181.91673,-7.909,119.895,0.417,4,0.872,5,0.369,0,0.513,15,Let Me Down
31,0.79,0.675,11,-6.952,0,0.319,0.166,1.36e-05,0.103,0.363,90.961,256198,4,5649168,256.1981,0,0,22050,1,0.0,252.41252,-6.952,90.961,0.641,4,0.97,11,0.223,0,0.248,15,Loose Ends
32,0.638,0.676,10,-5.944,0,0.22,0.402,1.07e-06,0.171,0.688,88.903,145653,4,3211644,145.65279,0,0,22050,1,0.45351,139.02948,-5.944,88.903,0.146,4,1.0,10,0.181,0,0.408,15,Come Over (Remix)
33,0.606,0.663,9,-7.16,0,0.346,0.375,0.0,0.11,0.424,95.098,225480,4,4971834,225.48,0,0,22050,1,0.0,216.11392,-7.16,95.098,0.086,4,1.0,9,0.706,0,0.533,15,My Sister (feat. Jorja Smith)
34,0.57,0.46,4,-9.841,0,0.28,0.0651,1.91e-05,0.131,0.659,203.579,211065,4,4653975,211.06464,0,0,22050,1,0.24948,205.07283,-9.841,203.579,0.214,4,1.0,4,0.358,0,0.447,15,Slow Down
35,0.559,0.352,1,-6.807,1,0.0362,0.847,1.5e-06,0.103,0.548,134.253,176919,4,3901065,176.91905,0,0,22050,1,0.33832,167.36943,-6.807,134.253,0.447,4,0.994,1,0.274,1,0.421,15,On My Mind (acoustic)
36,0.451,0.159,3,-10.443,1,0.0487,0.941,7.71e-06,0.12,0.229,141.475,199934,4,4408543,199.93391,0,0,22050,1,3.7268,185.86414,-10.443,141.475,0.115,4,0.727,3,0.7,1,0.687,15,So Lonely
37,0.663,0.703,3,-12.125,0,0.0562,0.187,0.326,0.319,0.299,117.953,357960,4,7893018,357.96,0,0,22050,1,0.27882,341.15918,-12.125,117.953,0.181,4,0.976,3,0.465,0,0.345,15,Rose Rouge
38,0.653,0.5,0,-9.203,1,0.108,0.243,0.0027,0.105,0.325,76.041,314433,4,6933250,314.4331,0,0,22050,1,0.0,302.21933,-9.203,76.041,0.548,4,1.0,0,0.119,1,0.187,15,Lost & Found
39,0.89,0.433,0,-9.021,1,0.0527,0.382,4.37e-05,0.0948,0.374,120.02,214047,4,4719741,214.04721,0,0,22050,1,0.1971,205.8623,-9.021,120.02,0.81,4,0.993,0,0.093,1,0.31,15,Burn
40,0.621,0.46,2,-8.551,0,0.355,0.595,0.0,0.68,0.405,137.54,114857,4,2532600,114.85714,0,0,22050,1,0.0,108.82032,-8.551,137.54,0.069,4,0.893,2,0.659,0,0.593,15,Time
41,0.633,0.459,2,-7.462,0,0.0446,0.355,1.3e-05,0.0715,0.255,60.603,275797,4,6081314,275.79654,0,0,22050,1,2.18268,269.86813,-7.462,60.603,0.034,4,0.747,2,0.327,0,0.425,15,Something In The Way
42,0.549,0.543,6,-7.485,0,0.0351,0.0013,0.00945,0.105,0.0791,157.977,241984,4,5335753,241.98425,0,0,22050,1,2.83864,230.31293,-7.485,157.977,0.238,4,1.0,6,0.027,0,0.205,15,On Your Own
43,0.659,0.684,8,-7.156,0,0.402,0.347,0.0,0.125,0.559,125.839,232500,4,5126625,232.5,0,0,22050,1,0.0,227.7297,-7.156,125.839,0.196,4,1.0,8,0.563,0,0.408,15,1000 Nights (feat. Jorja Smith)
44,0.606,0.663,9,-7.16,0,0.346,0.375,0.0,0.11,0.424,95.098,225480,4,4971834,225.48,0,0,22050,1,0.0,216.11392,-7.16,95.098,0.086,4,1.0,9,0.706,0,0.533,15,My Sister (feat. Jorja Smith)
45,0.561,0.57,7,-7.516,0,0.162,0.246,0.0,0.548,0.326,117.18,182296,4,4019623,182.29584,0,0,22050,1,0.0,182.29582,-7.516,117.18,0.141,4,0.997,7,0.715,0,0.755,15,A Prince
46,0.485,0.458,1,-8.676,0,0.0525,0.606,0.00045,0.12,0.102,78.558,275618,4,6077385,275.61838,0,0,22050,1,0.0,270.01324,-8.676,78.558,0.02,4,0.95,1,0.661,0,0.681,15,Wandering Romance
47,0.523,0.687,4,-5.066,1,0.375,0.62,0.0,0.139,0.562,78.509,215667,4,4755450,215.66667,0,0,22050,1,0.08698,208.85188,-5.066,78.509,0.574,4,1.0,4,0.353,1,0.396,15,Fine Lines
48,0.624,0.669,8,-7.577,0,0.547,0.232,4.79e-06,0.111,0.72,160.776,319759,4,7050678,319.75864,0,0,22050,1,0.0,297.9875,-7.577,160.776,0.204,4,1.0,8,0.702,0,0.715,15,Im Workin (feat. Jorja Smith)
49,0.675,0.607,5,-8.285,1,0.283,0.227,9.74e-05,0.572,0.296,66.108,257904,4,5686787,257.90417,0,0,22050,1,0.31982,246.25342,-8.285,66.108,0.09,4,0.883,5,0.331,1,0.292,15,Weekend
0,0.565,0.491,1,-6.902,1,0.221,0.0049,0.0,0.137,0.337,175.694,242085,4,5337977,242.08511,0,0,22050,1,0.19723,238.34122,-6.902,175.694,0.249,4,0.793,1,0.43,1,0.496,16,I Like Dat
1,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,201788,4,4449424,201.78793,0,0,22050,1,0.35401,194.7806,-5.131,146.163,0.334,4,1.0,8,0.428,1,0.545,16,Nights Like This (feat. Ty Dolla $ign)
2,0.819,0.706,6,-7.292,1,0.296,0.207,8.32e-05,0.158,0.667,130.022,191720,4,4227426,191.72,0,0,22050,1,0.0,183.31573,-7.292,130.022,0.843,4,1.0,6,0.315,1,0.522,16,CRZY
3,0.554,0.854,9,-3.313,1,0.149,0.068,0.00285,0.166,0.797,83.823,243091,4,5360149,243.09065,0,0,22050,1,0.22639,229.07066,-3.313,83.823,0.337,4,0.913,9,0.17,1,0.289,16,Altar
4,0.866,0.83,1,-9.169,1,0.186,0.00809,0.819,0.0575,0.879,88.012,239293,4,5276416,239.29324,0,0,22050,1,0.0,239.29324,-9.169,88.012,0.327,4,0.923,1,0.415,1,0.515,16,I Like Dat (Originally Performed by T-Pain & Kehlani) [Instrumental Mix]
5,0.465,0.446,10,-8.336,0,0.0433,0.102,0.0,0.321,0.131,121.801,177773,4,3919902,177.77333,0,0,22050,1,0.0,167.70612,-8.336,121.801,0.203,4,1.0,10,0.556,0,0.607,16,Gangsta
6,0.462,0.615,1,-6.429,1,0.215,0.23,0.0,0.0928,0.307,90.068,182251,4,4018627,182.25066,0,0,22050,1,0.0,171.36906,-6.429,90.068,0.052,4,0.782,1,0.698,1,0.647,16,Ride For You (feat. Kehlani)
7,0.483,0.359,10,-11.571,0,0.0442,0.102,0.0,0.32,0.129,121.61,177320,4,3909906,177.32,0,0,22050,1,0.238,167.93253,-11.571,121.61,0.175,4,0.994,10,0.625,0,0.643,16,Gangsta
8,0.653,0.453,7,-5.395,0,0.0351,0.307,0.00101,0.113,0.0405,111.737,168183,4,3708429,168.18272,0,0,22050,1,0.0,164.7746,-5.395,111.737,0.473,4,1.0,7,0.449,0,0.555,16,Toxic
9,0.693,0.564,1,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913,210901,3,4650375,210.90137,0,0,22050,1,0.0,205.72299,-3.857,185.913,0.481,3,0.754,1,0.559,0,0.653,16,Good Thing (with Kehlani)
10,0.411,0.58,0,-5.988,1,0.0684,0.488,0.0,0.119,0.27,140.55,157860,4,3480802,157.8595,0,0,22050,1,0.0,148.07365,-5.988,140.55,0.275,4,0.91,0,0.2,1,0.401,16,You Should Be Here
11,0.574,0.791,1,-3.752,1,0.11,0.419,0.0,0.0982,0.612,119.537,167810,4,3700215,167.8102,0,0,22050,1,0.0,156.23546,-3.752,119.537,0.299,4,0.993,1,0.059,1,0.373,16,Can I
12,0.565,0.531,2,-6.09,1,0.197,0.497,1.94e-06,0.102,0.237,129.424,182858,4,4032027,182.85837,0,0,22050,1,0.0868,176.07692,-6.09,129.424,0.167,4,1.0,2,0.373,1,0.479,16,Ur Best Friend (with Kehlani)
13,0.447,0.356,10,-11.193,0,0.0419,0.0958,0.0,0.318,0.174,121.864,177320,4,3909906,177.32,0,0,22050,1,0.23791,167.94414,-11.193,121.864,0.306,4,1.0,10,0.729,0,0.723,16,Gangsta
14,0.606,0.24,3,-7.102,1,0.0369,0.772,0.0,0.0819,0.526,96.792,199210,4,4392575,199.20975,0,0,22050,1,0.0,193.56154,-7.102,96.792,0.145,4,0.635,3,0.77,1,0.694,16,Honey
15,0.689,0.584,1,-5.768,0,0.119,0.339,0.0,0.297,0.676,156.572,191680,4,4226544,191.68,0,0,22050,1,0.24957,187.53596,-5.768,156.572,0.156,4,0.976,1,0.055,0,0.35,16,Playinwitme (feat. Kehlani)
16,0.607,0.557,1,-4.501,1,0.0345,0.148,0.0,0.092,0.351,180.081,170978,4,3770069,170.9782,0,0,22050,1,0.0,170.97818,-4.501,180.081,0.228,4,0.534,1,0.449,1,0.537,16,Get Like
17,0.595,0.62,1,-6.628,1,0.184,0.245,0.0,0.0867,0.285,87.607,182251,4,4018627,182.25066,0,0,22050,1,0.0,171.38649,-6.628,87.607,0.165,4,0.996,1,0.524,1,0.572,16,Ride For You (feat. Kehlani)
18,0.759,0.657,11,-4.423,0,0.125,0.207,0.0,0.784,0.643,113.924,227187,4,5009466,227.18668,0,0,22050,1,0.12336,220.52571,-4.423,113.924,0.546,4,0.985,11,0.375,0,0.352,16,Personal
19,0.767,0.543,1,-7.881,0,0.103,0.049,0.0,0.115,0.485,106.029,177140,4,3905932,177.13977,0,0,22050,1,0.10993,168.484,-7.881,106.029,0.46,4,1.0,1,0.809,0,0.733,16,Ring (feat. Kehlani)
20,0.608,0.399,3,-8.089,0,0.037,0.127,0.912,0.137,0.496,120.713,174974,4,3858176,174.97397,0,0,22050,1,0.0,174.97397,-8.089,120.713,0.884,4,0.971,3,0.34,0,0.455,16,Can I (8-Bit Kehlani & Tory Lanez Emulation)
21,0.502,0.345,4,-4.486,1,0.0308,0.73,0.0,0.118,0.435,79.925,198560,4,4378248,198.56,0,0,22050,1,0.0,189.7883,-4.486,79.925,0.056,4,0.895,4,0.619,1,0.66,16,Escape - Acoustic
22,0.662,0.532,5,-7.407,1,0.0534,0.261,0.0,0.0741,0.397,92.048,182257,4,4018777,182.25746,0,0,22050,1,0.08127,174.85786,-7.407,92.048,0.302,4,1.0,5,0.0,1,0.04,16,24/7
23,0.765,0.5,1,-7.626,1,0.152,0.423,0.0,0.108,0.495,107.043,220160,4,4854528,220.16,0,0,22050,1,0.238,220.16,-7.626,107.043,0.659,4,0.971,1,0.292,1,0.336,16,Heebiejeebies - Bonus
24,0.731,0.484,0,-5.579,1,0.0354,0.73,3.01e-06,0.326,0.35,92.043,169128,4,3729264,169.12762,0,0,22050,1,0.2337,164.80943,-5.579,92.043,0.031,4,1.0,0,0.556,1,0.615,16,At My Worst (feat. Kehlani)
25,0.66,0.698,5,-6.266,0,0.0467,0.0266,0.0,0.296,0.396,120.959,235693,4,5197038,235.69333,0,0,22050,1,0.10435,221.44872,-6.266,120.959,0.7,4,0.981,5,0.232,0,0.434,16,Distraction
26,0.439,0.447,10,-8.318,0,0.0436,0.111,0.0,0.303,0.11,121.48,177029,4,3903488,177.02893,0,0,22050,1,0.0,167.6945,-8.318,121.48,0.327,4,0.994,10,0.774,0,0.739,16,Gangsta
27,0.448,0.795,5,-5.639,1,0.359,0.0959,0.00146,0.158,0.473,132.72,188844,5,4164000,188.84354,0,0,22050,1,0.2263,181.24916,-5.639,132.72,0.2,5,0.997,5,0.52,1,0.449,16,Thank You
28,0.462,0.541,1,-7.431,1,0.323,0.00367,0.0,0.201,0.339,175.55,283305,4,6246876,283.30502,0,0,22050,1,0.19764,270.52988,-7.431,175.55,0.133,4,0.359,1,0.461,1,0.509,16,I Like Dat (feat. BIA & Kehlani)
